Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status,Valuation_Multiple,Burn_Multiple,Layoff_Ratio,Runway_Health
1D9988BD,Generative AI,2020,Germany,Berlin,Series B,0.0,21.02,1.25,0.52,0.0,28,18,10,Bootstrapped,High,Closed,16.816,4.99,0.6429,Crítico (< 6m)
F1510C09,Generative AI,2023,USA,Austin,Series A,18.22,212.31,16.08,1.02,16.3,65,0,65,Tier 3 (Angel/Seed),High,Independent,13.203358208955226,0.76,0.0,Moderado (6-18m)
85B3404D,FinTech,2016,USA,Seattle,Series B,38.72,259.68,10.45,3.03,12.4,160,0,160,Corporate VC (e.g. Google Ventures),Low,Closed,24.84976076555024,3.48,0.0,Moderado (6-18m)
EF606CD8,FinTech,2020,USA,Miami,Seed,1.57,20.0,2.8,0.43,3.0,25,12,13,Corporate VC (e.g. Google Ventures),Low,Acquired,7.142857142857143,1.84,0.48,Crítico (< 6m)
23847C85,EdTech,2019,UK,London,Seed,1.66,15.28,1.07,0.48,2.9,44,0,44,Tier 3 (Angel/Seed),High,Independent,14.2803738317757,5.38,0.0,Crítico (< 6m)
A71204D8,FinTech,2022,China,Shenzhen,Series C+,35.52,157.81,5.43,3.03,11.3,195,0,195,Tier 3 (Angel/Seed),Low,Closed,29.062615101289136,6.7,0.0,Moderado (6-18m)
4F5E0F6E,Autonomous Vehicles,2012,China,Shenzhen,Series A,11.13,65.48,4.32,0.95,10.6,48,0,48,Tier 3 (Angel/Seed),High,IPO,15.157407407407407,2.64,0.0,Moderado (6-18m)
AB29762F,ClimateTech,2024,USA,Boston,Seed,2.13,39.08,4.26,0.54,3.3,29,17,12,Tier 3 (Angel/Seed),Medium,Closed,9.173708920187794,1.52,0.5862,Crítico (< 6m)
A5D3A300,EdTech,2019,UK,Cambridge,Seed,1.5,21.11,3.64,0.11,7.1,10,0,10,Tier 2 (Mid-size VC),Medium,Independent,5.799450549450549,0.36,0.0,Moderado (6-18m)
A9A9027A,Generative AI,2020,India,Mumbai,Seed,5.07,45.82,1.6,0.99,4.7,55,0,55,Tier 2 (Mid-size VC),High,Acquired,28.6375,7.42,0.0,Crítico (< 6m)
B6FFB723,EdTech,2019,USA,Austin,Seed,1.71,34.83,1.64,0.65,2.3,45,0,45,Tier 2 (Mid-size VC),Medium,Closed,21.23780487804878,4.76,0.0,Crítico (< 6m)
FB897374,ClimateTech,2022,India,Mumbai,Post-IPO,318.5,2010.4,178.3,14.96,21.1,756,0,756,Tier 3 (Angel/Seed),Medium,Closed,11.27537857543466,1.01,0.0,Saludable (> 18m)
6677EA46,Generative AI,2020,Israel,Tel Aviv,Series C+,72.13,503.73,29.27,3.39,20.7,269,0,269,Tier 2 (Mid-size VC),High,Independent,17.209771096686026,1.39,0.0,Saludable (> 18m)
050D184B,Generative AI,2020,USA,Seattle,Seed,1.56,28.34,1.59,0.49,2.6,44,0,44,Tier 2 (Mid-size VC),High,Acquired,17.82389937106918,3.7,0.0,Crítico (< 6m)
2DD05134,Web3/Crypto,2020,China,Hangzhou,Series B,17.99,116.3,5.7,0.41,35.3,30,0,30,Tier 2 (Mid-size VC),Medium,Independent,20.403508771929822,0.86,0.0,Saludable (> 18m)
1AED76BB,Generative AI,2019,Israel,Tel Aviv,Series A,62.42,706.19,41.41,3.54,17.1,218,0,218,Tier 3 (Angel/Seed),Low,Closed,17.05361023907269,1.03,0.0,Moderado (6-18m)
5FB786F6,HealthTech,2014,China,Shenzhen,Seed,7.45,67.99,2.92,0.44,13.8,28,0,28,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed,23.284246575342465,1.81,0.0,Moderado (6-18m)
85714313,SpaceTech,2021,Germany,Munich,Series B,94.31,443.51,53.0,4.22,21.8,232,0,232,Tier 3 (Angel/Seed),High,IPO,8.36811320754717,0.96,0.0,Saludable (> 18m)
BDAAD4EF,ClimateTech,2018,USA,New York,Seed,0.3,11.94,1.73,0.27,0.8,16,7,9,Corporate VC (e.g. Google Ventures),High,Independent,6.901734104046243,1.87,0.4375,Crítico (< 6m)
81A6EB66,EdTech,2021,USA,New York,Series B,29.39,338.86,47.99,2.29,12.3,179,48,131,Tier 2 (Mid-size VC),Low,Acquired,7.061054386330485,0.57,0.2682,Moderado (6-18m)
316A2156,HealthTech,2020,USA,Boston,Series C+,118.6,467.59,24.68,3.59,32.1,253,0,253,Corporate VC (e.g. Google Ventures),High,Closed,18.94611021069692,1.75,0.0,Saludable (> 18m)
68829B07,HealthTech,2019,Singapore,Singapore,Series C+,76.92,309.57,15.05,7.32,10.4,427,0,427,Tier 3 (Angel/Seed),High,Acquired,20.569435215946843,5.84,0.0,Moderado (6-18m)
7A746186,Web3/Crypto,2020,USA,San Francisco,Series B,40.3,156.39,10.24,2.01,19.1,112,64,48,Tier 3 (Angel/Seed),Medium,Closed,15.272460937499998,2.36,0.5714,Saludable (> 18m)
48590EA7,Cybersecurity,2020,Canada,Vancouver,Pre-IPO,191.26,1613.32,244.86,8.94,21.2,486,0,486,Corporate VC (e.g. Google Ventures),Medium,Independent,6.588744588744588,0.44,0.0,Saludable (> 18m)
2CB6F799,Autonomous Vehicles,2021,USA,Miami,Series B,25.88,129.18,7.64,1.54,15.8,102,50,52,Tier 3 (Angel/Seed),Low,Independent,16.908376963350786,2.42,0.4902,Moderado (6-18m)
D216E8CE,HealthTech,2021,USA,New York,Series B,25.27,299.91,42.18,2.5,9.7,128,72,56,Corporate VC (e.g. Google Ventures),High,Closed,7.110241820768137,0.71,0.5625,Moderado (6-18m)
737CD6A9,Robotics,2016,USA,New York,Seed,0.6,24.51,0.85,0.52,1.0,42,18,24,Corporate VC (e.g. Google Ventures),Medium,Independent,28.835294117647063,7.34,0.4286,Crítico (< 6m)
85FC5B31,HealthTech,2023,China,Beijing,Seed,1.28,32.14,2.39,0.29,3.3,21,13,8,Tier 3 (Angel/Seed),Medium,Closed,13.447698744769873,1.46,0.619,Crítico (< 6m)
845B04C0,ClimateTech,2019,USA,Seattle,Series B,3.85,39.15,1.53,0.87,4.0,44,23,21,Corporate VC (e.g. Google Ventures),Low,Closed,25.588235294117645,6.82,0.5227,Crítico (< 6m)
AB6A85EB,Generative AI,2022,France,Lyon,Post-IPO,1347.55,6046.27,208.34,89.63,15.0,5139,323,4816,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,29.021167322645677,5.16,0.0629,Moderado (6-18m)
C79B7FA2,Robotics,2017,Israel,Jerusalem,Series B,34.23,172.69,6.69,1.63,19.8,113,0,113,Tier 2 (Mid-size VC),Low,Independent,25.81315396113602,2.92,0.0,Saludable (> 18m)
F74F0F74,Generative AI,2013,USA,San Francisco,Series A,7.54,82.88,16.21,0.57,11.3,32,0,32,Tier 2 (Mid-size VC),Low,IPO,5.112893275755706,0.42,0.0,Moderado (6-18m)
809A18A9,HealthTech,2020,India,Bengaluru,Seed,0.75,18.83,1.25,0.47,1.3,35,18,17,Tier 3 (Angel/Seed),High,Closed,15.063999999999998,4.51,0.5143,Crítico (< 6m)
5D255F3C,EdTech,2018,China,Hangzhou,Pre-IPO,85.36,678.68,109.37,4.0,20.8,258,0,258,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,6.205357959220993,0.44,0.0,Saludable (> 18m)
31DB9274,Generative AI,2024,Japan,Tokyo,Series B,320.16,3550.42,137.38,14.94,21.3,757,0,757,Tier 3 (Angel/Seed),High,Independent,25.843790944824576,1.3,0.0,Saludable (> 18m)
4F551217,ClimateTech,2015,USA,San Francisco,Series A,15.64,145.04,5.18,1.08,13.3,66,0,66,Tier 3 (Angel/Seed),Low,Independent,28.0,2.5,0.0,Moderado (6-18m)
86313F75,Web3/Crypto,2013,China,Shenzhen,Series C+,51.28,290.58,15.57,3.44,14.5,329,171,158,Corporate VC (e.g. Google Ventures),Low,Acquired (Fire Sale),18.662813102119458,2.65,0.5198,Moderado (6-18m)
E8B30234,Robotics,2013,USA,Miami,Pre-IPO,1757.61,7549.14,950.32,184.55,9.5,10892,6939,3953,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,7.943787355838033,2.33,0.6371,Moderado (6-18m)
1D3A978A,ClimateTech,2017,India,Mumbai,Series A,16.42,148.74,5.19,1.11,13.6,70,16,54,Tier 3 (Angel/Seed),Low,Independent,28.658959537572255,2.57,0.2286,Moderado (6-18m)
6F180730,Web3/Crypto,2020,USA,Austin,Series A,41.95,145.24,8.69,1.81,22.0,155,81,74,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired (Fire Sale),16.713463751438436,2.5,0.5226,Saludable (> 18m)
8884CE56,Web3/Crypto,2020,UK,Oxford,Seed,3.46,54.58,3.02,0.67,4.5,48,0,48,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,18.072847682119203,2.66,0.0,Crítico (< 6m)
AF827FB0,Robotics,2019,France,Paris,Pre-IPO,219.44,689.44,50.77,7.8,27.8,406,0,406,Corporate VC (e.g. Google Ventures),Medium,Independent,13.579673035257041,1.84,0.0,Saludable (> 18m)
94D6F809,Generative AI,2014,China,Shanghai,Seed,6.98,49.81,2.21,0.44,12.9,27,0,27,Tier 2 (Mid-size VC),Medium,Independent,22.53846153846154,2.39,0.0,Moderado (6-18m)
1F9A9AC9,Generative AI,2017,China,Shenzhen,Pre-IPO,125.32,1341.84,97.16,4.09,29.9,255,0,255,Tier 2 (Mid-size VC),High,Independent,13.810621655002057,0.51,0.0,Saludable (> 18m)
4E5A212D,ClimateTech,2016,China,Shenzhen,Seed,1.57,22.34,2.47,0.19,5.4,18,0,18,Corporate VC (e.g. Google Ventures),Medium,IPO,9.044534412955464,0.92,0.0,Crítico (< 6m)
8ADF8596,Cybersecurity,2021,USA,Boston,Series C+,45.68,217.03,8.72,3.2,13.8,195,52,143,Tier 2 (Mid-size VC),High,Closed,24.888761467889907,4.4,0.2667,Moderado (6-18m)
75272172,ClimateTech,2021,USA,Seattle,Series A,6.22,44.46,4.57,0.24,18.3,16,0,16,Corporate VC (e.g. Google Ventures),High,Acquired,9.72866520787746,0.63,0.0,Saludable (> 18m)
7080299E,SpaceTech,2021,China,Shenzhen,Series A,30.66,267.75,41.56,2.2,13.3,141,0,141,Tier 3 (Angel/Seed),High,Independent,6.442492781520692,0.64,0.0,Moderado (6-18m)
583DA932,Generative AI,2023,Japan,Kyoto,Seed,10.66,53.11,2.26,0.37,22.7,28,0,28,Tier 2 (Mid-size VC),Medium,Independent,23.500000000000004,1.96,0.0,Saludable (> 18m)
3FEDED65,FinTech,2022,USA,Seattle,Series A,2.32,34.73,2.8,0.27,6.3,21,5,16,Tier 3 (Angel/Seed),Low,Acquired,12.403571428571428,1.16,0.2381,Moderado (6-18m)
ECC0F6AD,HealthTech,2019,USA,Boston,Series A,3.75,29.5,2.44,0.52,6.0,33,0,33,Tier 3 (Angel/Seed),High,Independent,12.09016393442623,2.56,0.0,Moderado (6-18m)
1A5B7E8D,Cybersecurity,2019,USA,Austin,Seed,1.05,28.88,5.72,0.47,1.8,30,0,30,Tier 3 (Angel/Seed),High,Independent,5.048951048951049,0.99,0.0,Crítico (< 6m)
131C30F3,HealthTech,2022,China,Shanghai,Series B,48.54,417.44,48.42,4.05,11.7,380,125,255,Tier 3 (Angel/Seed),Medium,Independent,8.621230896323834,1.0,0.3289,Moderado (6-18m)
2330DB59,SpaceTech,2020,USA,San Francisco,Series C+,82.45,464.99,20.65,3.43,23.4,183,0,183,Tier 2 (Mid-size VC),Low,Independent,22.51767554479419,1.99,0.0,Saludable (> 18m)
A5302649,Robotics,2018,France,Paris,Seed,0.58,16.62,1.54,0.36,1.3,31,16,15,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale),10.792207792207792,2.81,0.5161,Crítico (< 6m)
40E4764E,Robotics,2020,China,Beijing,Series A,7.89,60.74,2.2,0.87,8.1,58,30,28,Tier 3 (Angel/Seed),High,Closed,27.60909090909091,4.75,0.5172,Moderado (6-18m)
8BC7D799,Robotics,2025,Israel,Tel Aviv,Seed,0.22,13.95,0.72,0.55,0.3,31,0,31,Tier 3 (Angel/Seed),Medium,Independent,19.375,9.17,0.0,Crítico (< 6m)
620346DA,Generative AI,2021,USA,Austin,Series C+,156.24,922.75,33.46,6.33,24.3,506,0,506,Corporate VC (e.g. Google Ventures),Low,Independent,27.577704722056186,2.27,0.0,Saludable (> 18m)
977A215D,SpaceTech,2018,USA,New York,Seed,19.2,117.24,4.52,1.08,16.3,60,0,60,Tier 2 (Mid-size VC),Medium,Independent,25.938053097345133,2.87,0.0,Moderado (6-18m)
150EC71A,Generative AI,2023,USA,Austin,Seed,5.26,47.96,1.69,0.84,5.6,47,0,47,Tier 3 (Angel/Seed),Medium,Independent,28.378698224852073,5.96,0.0,Crítico (< 6m)
E1D779E0,Generative AI,2024,China,Beijing,Series C+,77.68,315.1,23.11,1.23,58.4,111,0,111,Tier 3 (Angel/Seed),High,Independent,13.634790134141065,0.64,0.0,Saludable (> 18m)
6D297C96,Cybersecurity,2017,USA,New York,Series A,6.6,59.4,3.0,0.53,10.5,44,0,44,Tier 3 (Angel/Seed),Medium,Independent,19.8,2.12,0.0,Moderado (6-18m)
4066519D,SpaceTech,2022,Germany,Munich,Seed,1.68,15.95,1.03,0.16,6.5,9,0,9,Tier 2 (Mid-size VC),Low,Independent,15.485436893203882,1.86,0.0,Moderado (6-18m)
98715967,ClimateTech,2022,Germany,Munich,Series B,13.11,133.17,8.0,0.42,25.2,31,0,31,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,16.64625,0.63,0.0,Saludable (> 18m)
F78EE674,ClimateTech,2013,India,Delhi NCR,Series B,13.5,109.75,11.47,0.78,15.3,40,0,40,Tier 3 (Angel/Seed),Medium,Closed,9.568439407149084,0.82,0.0,Moderado (6-18m)
C17BE5B5,FinTech,2020,Israel,Jerusalem,Series A,3.21,32.5,2.02,0.26,8.9,24,6,18,Tier 3 (Angel/Seed),Low,IPO,16.08910891089109,1.54,0.25,Moderado (6-18m)
1E93C27A,Web3/Crypto,2018,China,Shanghai,Seed,5.52,68.51,5.57,0.57,8.2,44,37,7,Tier 3 (Angel/Seed),Medium,Closed,12.299820466786356,1.23,0.8409,Moderado (6-18m)
50CC53BA,Generative AI,2020,China,Shanghai,Series A,84.15,459.4,15.88,6.55,12.7,626,110,516,Tier 2 (Mid-size VC),High,Independent,28.92947103274559,4.95,0.1757,Moderado (6-18m)
ACA12149,Cybersecurity,2022,China,Beijing,Pre-IPO,110.98,541.12,42.09,4.66,23.3,264,0,264,Tier 2 (Mid-size VC),High,Independent,12.856260394392967,1.33,0.0,Saludable (> 18m)
BBAE15E6,Web3/Crypto,2019,USA,New York,Series A,6.86,37.32,1.28,0.34,15.6,34,16,18,Tier 3 (Angel/Seed),Medium,Acquired,29.15625,3.19,0.4706,Moderado (6-18m)
6BC4CC53,EdTech,2019,China,Shanghai,Series A,16.17,155.33,9.95,0.98,15.0,57,19,38,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,15.611055276381911,1.18,0.3333,Moderado (6-18m)
CB35112D,Generative AI,2023,China,Beijing,Series B,30.65,369.19,14.52,1.12,25.1,88,0,88,Tier 2 (Mid-size VC),High,Independent,25.426308539944905,0.93,0.0,Saludable (> 18m)
07D6569E,SpaceTech,2024,India,Mumbai,Seed,2.63,41.46,3.16,0.33,6.1,30,0,30,Corporate VC (e.g. Google Ventures),High,Independent,13.120253164556962,1.25,0.0,Moderado (6-18m)
97F27B53,Generative AI,2014,USA,New York,Seed,3.84,61.25,3.44,0.8,4.3,47,20,27,Tier 2 (Mid-size VC),High,Independent,17.805232558139537,2.79,0.4255,Crítico (< 6m)
381EACBE,FinTech,2023,USA,New York,Seed,0.67,20.08,1.09,0.21,2.2,14,0,14,Tier 2 (Mid-size VC),Medium,Independent,18.42201834862385,2.31,0.0,Crítico (< 6m)
E6524B60,ClimateTech,2014,China,Hangzhou,Series B,7.26,66.56,8.14,0.92,7.1,50,31,19,Tier 3 (Angel/Seed),High,Closed,8.176904176904177,1.36,0.62,Moderado (6-18m)
35024FFF,SpaceTech,2018,Germany,Berlin,Series B,59.12,214.47,26.47,2.66,21.4,134,0,134,Corporate VC (e.g. Google Ventures),High,Independent,8.102380052890064,1.21,0.0,Saludable (> 18m)
0BF575D5,FinTech,2021,Singapore,Singapore,Series B,0.0,10.49,1.01,0.22,0.0,11,6,5,Bootstrapped,Medium,Closed,10.386138613861386,2.61,0.5455,Crítico (< 6m)
ED77F622,ClimateTech,2021,USA,San Francisco,Series A,2.87,43.81,3.87,0.86,3.0,54,24,30,Corporate VC (e.g. Google Ventures),Medium,Independent,11.320413436692506,2.67,0.4444,Crítico (< 6m)
C7057C88,HealthTech,2021,India,Bengaluru,Seed,2.12,41.07,2.28,0.45,3.9,37,0,37,Tier 3 (Angel/Seed),High,Independent,18.013157894736842,2.37,0.0,Crítico (< 6m)
348A250E,EdTech,2013,China,Shanghai,Seed,1.0,25.58,2.47,0.83,1.1,44,16,28,Corporate VC (e.g. Google Ventures),Medium,Acquired,10.356275303643724,4.03,0.3636,Crítico (< 6m)
102C3736,Cybersecurity,2015,USA,Seattle,Series C+,33.67,180.53,8.16,1.67,19.0,120,0,120,Tier 3 (Angel/Seed),Medium,Independent,22.123774509803923,2.46,0.0,Saludable (> 18m)
7430D56B,Generative AI,2023,India,Hyderabad,Seed,0.88,18.25,1.55,0.17,3.3,15,0,15,Tier 2 (Mid-size VC),Low,Closed,11.774193548387096,1.32,0.0,Crítico (< 6m)
EF73F520,ClimateTech,2014,USA,Boston,Series A,10.58,127.5,6.97,0.8,11.8,65,0,65,Tier 3 (Angel/Seed),High,Independent,18.29268292682927,1.38,0.0,Moderado (6-18m)
4EDAF4F4,Robotics,2014,Germany,Munich,Seed,0.98,17.56,2.48,0.22,3.1,20,6,14,Tier 3 (Angel/Seed),High,Independent,7.080645161290322,1.06,0.3,Crítico (< 6m)
2B176F95,FinTech,2021,India,Delhi NCR,Seed,1.02,16.07,0.54,0.29,2.6,19,0,19,Tier 2 (Mid-size VC),High,Independent,29.75925925925926,6.44,0.0,Crítico (< 6m)
DB277567,Web3/Crypto,2020,India,Delhi NCR,Seed,2.93,19.42,1.94,0.71,3.6,44,28,16,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),10.010309278350517,4.39,0.6364,Crítico (< 6m)
E1CEB265,Autonomous Vehicles,2019,USA,Seattle,Post-IPO,908.64,5519.7,189.67,48.75,18.6,3425,1333,2092,Tier 3 (Angel/Seed),Medium,Acquired,29.101597511467286,3.08,0.3892,Saludable (> 18m)
49D494F3,HealthTech,2016,Israel,Tel Aviv,Seed,0.98,18.39,0.91,0.11,4.7,7,0,7,Corporate VC (e.g. Google Ventures),Low,Closed,20.208791208791208,1.45,0.0,Crítico (< 6m)
FA94A0BC,Robotics,2022,Israel,Tel Aviv,Seed,0.0,36.62,2.14,0.66,0.0,40,0,40,Bootstrapped,High,Independent,17.11214953271028,3.7,0.0,Crítico (< 6m)
BA4416BF,Robotics,2024,Israel,Jerusalem,Series A,23.28,289.18,11.0,0.69,29.5,67,0,67,Tier 3 (Angel/Seed),Medium,Independent,26.28909090909091,0.75,0.0,Saludable (> 18m)
2776A022,FinTech,2013,USA,Boston,Series A,15.59,78.55,2.85,1.37,10.6,78,32,46,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,27.561403508771928,5.77,0.4103,Moderado (6-18m)
CBB3185F,Generative AI,2020,China,Hangzhou,Pre-IPO,294.17,1355.26,169.53,18.48,15.8,965,239,726,Tier 3 (Angel/Seed),High,Independent,7.994219312216127,1.31,0.2477,Moderado (6-18m)
C31578FC,FinTech,2018,USA,Miami,Seed,5.23,50.97,2.19,0.37,11.1,25,13,12,Tier 2 (Mid-size VC),Medium,Closed,23.273972602739725,2.03,0.52,Moderado (6-18m)
D0613BBF,Generative AI,2021,USA,Boston,Series B,19.41,200.78,14.48,0.99,17.8,73,18,55,Tier 3 (Angel/Seed),High,Acquired,13.866022099447514,0.82,0.2466,Moderado (6-18m)
DA6E5253,SpaceTech,2018,USA,Austin,Series B,57.98,226.31,8.5,3.78,14.9,239,0,239,Tier 2 (Mid-size VC),Medium,Independent,26.62470588235294,5.34,0.0,Moderado (6-18m)
3AD5BEF5,Robotics,2021,China,Shenzhen,Series A,4.19,53.64,2.44,0.67,5.4,47,0,47,Tier 3 (Angel/Seed),High,Independent,21.98360655737705,3.3,0.0,Crítico (< 6m)
D171F103,Web3/Crypto,2020,USA,Seattle,Seed,2.98,46.8,6.93,0.15,11.9,10,8,2,Tier 3 (Angel/Seed),High,Closed,6.753246753246753,0.26,0.8,Moderado (6-18m)
9D518CCC,Cybersecurity,2020,China,Shenzhen,Seed,1.81,38.42,3.99,0.74,2.2,51,0,51,Tier 2 (Mid-size VC),Medium,Independent,9.62907268170426,2.23,0.0,Crítico (< 6m)
201C3659,SpaceTech,2022,China,Beijing,Seed,0.18,10.76,0.44,0.41,0.4,30,9,21,Tier 2 (Mid-size VC),Medium,Closed,24.454545454545453,11.18,0.3,Crítico (< 6m)
E41AC4E8,Generative AI,2019,Israel,Tel Aviv,Seed,8.35,71.59,5.2,0.48,14.4,26,0,26,Tier 2 (Mid-size VC),Medium,Independent,13.767307692307693,1.11,0.0,Moderado (6-18m)
1C4B1171,FinTech,2021,Israel,Tel Aviv,Seed,1.59,20.1,0.69,0.52,2.6,26,9,17,Tier 3 (Angel/Seed),Medium,Independent,29.1304347826087,9.04,0.3462,Crítico (< 6m)
A5379AAE,Robotics,2019,India,Delhi NCR,Post-IPO,1014.33,9783.76,529.8,66.72,15.2,4107,916,3191,Tier 2 (Mid-size VC),Medium,Independent,18.46689316723292,1.51,0.223,Moderado (6-18m)
79577F67,FinTech,2016,Germany,Berlin,Series A,2.75,39.35,2.76,0.28,7.2,16,0,16,Tier 3 (Angel/Seed),Medium,Independent,14.257246376811596,1.22,0.0,Moderado (6-18m)
FC279333,EdTech,2019,USA,Boston,Series A,4.99,45.94,4.39,0.65,6.7,34,0,34,Tier 3 (Angel/Seed),Medium,Acquired,10.464692482915718,1.78,0.0,Moderado (6-18m)
C6B0FFEE,FinTech,2019,USA,Seattle,Series B,34.73,295.94,12.91,2.58,13.0,145,49,96,Tier 3 (Angel/Seed),High,IPO,22.923315259488767,2.4,0.3379,Moderado (6-18m)
3EEBDCB5,ClimateTech,2019,China,Hangzhou,Seed,2.22,26.74,1.68,0.29,5.7,15,0,15,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,15.916666666666666,2.07,0.0,Crítico (< 6m)
D42CD44E,FinTech,2021,UK,Cambridge,Series A,5.85,31.54,1.36,1.05,5.1,55,0,55,Tier 2 (Mid-size VC),Low,Independent,23.191176470588232,9.26,0.0,Crítico (< 6m)
5146352B,Web3/Crypto,2020,Germany,Munich,Seed,0.45,10.02,0.61,0.29,1.2,16,0,16,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,16.42622950819672,5.7,0.0,Crítico (< 6m)
94424512,Web3/Crypto,2022,USA,Miami,Pre-IPO,307.81,1222.17,164.85,21.25,14.4,1712,613,1099,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,7.41383075523203,1.55,0.3581,Moderado (6-18m)
BBECA56F,FinTech,2020,France,Paris,Series A,36.41,401.17,29.39,3.65,9.7,226,105,121,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired,13.649880911874787,1.49,0.4646,Moderado (6-18m)
CE8DD860,SpaceTech,2017,Germany,Munich,Seed,5.6,35.97,1.49,0.52,9.0,28,11,17,Tier 3 (Angel/Seed),High,Independent,24.140939597315434,4.19,0.3929,Moderado (6-18m)
919DAB72,HealthTech,2015,USA,Miami,Series A,7.55,33.34,1.28,0.69,9.6,42,20,22,Tier 3 (Angel/Seed),High,Independent,26.046875000000004,6.47,0.4762,Moderado (6-18m)
D1B81370,Generative AI,2022,USA,Austin,Seed,1.64,23.11,1.54,0.54,2.6,46,18,28,Tier 3 (Angel/Seed),High,Independent,15.006493506493506,4.21,0.3913,Crítico (< 6m)
CC051091,ClimateTech,2014,Japan,Tokyo,Series B,15.57,101.81,4.25,0.82,16.9,68,0,68,Tier 2 (Mid-size VC),Medium,Acquired,23.95529411764706,2.32,0.0,Moderado (6-18m)
27EAEC9D,FinTech,2015,USA,San Francisco,Pre-IPO,30.84,267.84,40.75,1.78,16.4,99,5,94,Tier 3 (Angel/Seed),High,Acquired,6.572760736196319,0.52,0.0505,Moderado (6-18m)
879A0A78,Generative AI,2014,USA,Austin,Series C+,308.13,1145.94,78.2,16.47,18.6,1230,0,1230,Tier 2 (Mid-size VC),High,Independent,14.653964194373401,2.53,0.0,Saludable (> 18m)
2DF0BB66,Generative AI,2019,USA,Boston,Series A,31.08,244.44,12.16,3.27,9.2,201,93,108,Tier 2 (Mid-size VC),Low,Independent,20.101973684210527,3.23,0.4627,Moderado (6-18m)
67B4F97A,HealthTech,2020,China,Shenzhen,Series B,0.0,28.91,3.92,0.32,0.0,16,10,6,Bootstrapped,Low,Closed,7.375,0.98,0.625,Crítico (< 6m)
7445DF33,Autonomous Vehicles,2012,India,Hyderabad,Seed,3.24,40.97,1.67,0.6,4.6,41,19,22,Corporate VC (e.g. Google Ventures),High,Closed,24.53293413173653,4.31,0.4634,Crítico (< 6m)
82EB9935,FinTech,2020,USA,New York,Seed,2.6,22.68,1.37,0.41,5.1,24,13,11,Corporate VC (e.g. Google Ventures),Medium,Closed,16.554744525547445,3.59,0.5417,Crítico (< 6m)
1393C4FC,ClimateTech,2019,Canada,Montreal,Series C+,96.18,804.21,79.31,1.81,50.4,161,0,161,Tier 2 (Mid-size VC),Low,Independent,10.140083217753121,0.27,0.0,Saludable (> 18m)
851ADDB7,SpaceTech,2021,Israel,Tel Aviv,Series B,144.5,1737.5,61.61,8.38,17.0,438,0,438,Tier 3 (Angel/Seed),Medium,Independent,28.201590650868365,1.63,0.0,Moderado (6-18m)
E7436F81,FinTech,2021,Germany,Munich,Series C+,236.25,1213.77,69.7,4.88,47.4,310,0,310,Tier 2 (Mid-size VC),High,Acquired,17.414203730272597,0.84,0.0,Saludable (> 18m)
BE8667FE,HealthTech,2020,Israel,Jerusalem,Series C+,41.37,241.44,10.77,2.23,17.8,146,48,98,Corporate VC (e.g. Google Ventures),Medium,Closed,22.41782729805014,2.48,0.3288,Moderado (6-18m)
E1EADA6F,ClimateTech,2019,USA,New York,Seed,0.86,27.51,5.02,0.18,3.1,9,0,9,Tier 3 (Angel/Seed),High,Independent,5.480079681274901,0.43,0.0,Crítico (< 6m)
F6BF416E,Generative AI,2017,China,Beijing,Seed,2.24,38.19,2.12,0.26,6.2,21,0,21,Tier 3 (Angel/Seed),High,Independent,18.014150943396224,1.47,0.0,Moderado (6-18m)
9B6C2A9B,HealthTech,2021,USA,New York,Series A,3.41,34.35,3.12,0.18,12.2,10,0,10,Tier 2 (Mid-size VC),Medium,Closed,11.009615384615385,0.69,0.0,Moderado (6-18m)
2E12CAA5,Robotics,2018,Canada,Vancouver,Series B,11.15,107.16,4.12,0.43,21.0,39,0,39,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,26.009708737864077,1.25,0.0,Saludable (> 18m)
A7936340,SpaceTech,2019,Singapore,Singapore,Seed,2.12,41.58,3.41,0.19,7.3,13,0,13,Tier 3 (Angel/Seed),Low,Independent,12.193548387096774,0.67,0.0,Moderado (6-18m)
